Prey,Pryer,Time
30.0,5.0,0
30.504452905907236,5.020628087689881,1
30.99637357588997,5.042445062479484,2
31.475191897930532,5.065411367719325,3
31.940409495483266,5.089489005670463,4
32.39160005530439,5.114641523303794,5
32.8284076804658,5.1408339507886165,6
33.25054577936473,5.168032765969396,7
33.65779533576956,5.196205858161686,8
34.0500016195168,5.225322469419025,9
34.427071418446104,5.255353155705499,10
34.78896981935904,5.286269742607355,11
35.13571597846208,5.318045273000794,12
35.46737934535393,5.35065396439478,13
35.784076299376196,5.384071171625864,14
36.08596483578125,5.418273328200856,15
36.37324123736448,5.45323791243601,16
36.64613502113994,5.488943391470305,17
36.90490661984592,5.525369198218319,18
37.14984216170993,5.56249567605764,19
37.38125002452915,5.600304042024695,20
37.599457359447264,5.638776346301855,21
37.80480668116143,5.677895433598671,22
37.997652720778916,5.717644905330643,23
38.178359634725155,5.758009084013008,24
38.34729791781458,5.798972975677522,25
38.504842475145445,5.840522237697109,26
38.65137032294785,5.882643145435844,27
38.78725817745268,5.925322558651458,28
38.912881007140484,5.968547892055491,29
39.028610314154044,6.012307084298244,30
39.13481281449598,6.056588569399632,31
39.231849203646654,6.101381249005789,32
39.32007316396894,6.14667446547635,33
39.39983045033897,6.192457976298233,34
39.471458192776694,6.2387219294762115,35
39.53528429822581,6.285456839424005,36
39.591626989184775,6.3326535640606,37
39.64079441127613,6.380303282837301,38
39.68308440076583,6.428397475599194,39
39.71878450498322,6.476927902645713,40
39.74817173061859,6.52588658508888,41
39.77151227388408,6.575265785908042,42
39.789061864613316,6.625057992408135,43
39.80106575388217,6.675255898791565,44
39.80775910090385,6.725852389634912,45
39.809366780991716,6.776840523478196,46
39.80610364004196,6.828213517441459,47
39.79817509593721,6.879964734148307,48
39.78577705658525,6.932087666166127,49
39.76909619360543,6.984575922558791,50
39.74831039022055,7.037423216925098,51
39.72358893623099,7.090623354657694,52
39.69509277362089,7.144170221025753,53
39.6629749205391,7.198057768880932,54
39.62738076072478,7.2522800074986185,55
39.588448271356754,7.306830992192816,56
39.546308378699365,7.361704814184214,57
39.501085276667,7.416895591125738,58
39.45289666193508,7.472397456666793,59
39.40185404795248,7.528204551553238,60
39.34806309750586,7.584311014773309,61
39.29162382235744,7.640710974914725,62
39.23263086940654,7.697398541852278,63
39.171173836712896,7.754367798589319,64
39.107337449611585,7.811612793539023,65
39.04120179974665,7.869127532906051,66
38.97284261720572,7.926905973525088,67
38.90233153629595,7.984942015952562,68
38.82973621887114,8.043229497201258,69
38.755120585766015,8.101762184165926,70
38.67854504798846,8.160533767494169,71
38.60006667533933,8.219537855137665,72
38.5197393587294,8.278767966104006,73
38.43761399079021,8.338217524605936,74
38.35373866405401,8.397879854486881,75
38.26815879161317,8.45774817337801,76
38.180917260034406,8.517815587226105,77
38.09205458006039,8.578075085046558,78
38.00160903112351,8.638519533833307,79
37.90961677461184,8.699141673250239,80
37.81611198164484,8.759934110726576,81
37.721126953856704,8.820889316957565,82
37.62469223280416,8.881999621098856,83
37.52683670347873,8.94325720605332,84
37.427587696085304,9.004654104095362,85
37.3269710867915,9.066182192582472,86
37.22501138454088,9.127833189643763,87
37.12173181873504,9.189598650030481,88
37.01715442142626,9.251469961193234,89
36.911300103816025,9.313438339554548,90
36.80418873444709,9.375494826422736,91
36.69583920895824,9.437630284391378,92
36.58626951593051,9.499835393925759,93
36.47549680289692,9.562100649785647,94
36.363537439548935,9.624416357543938,95
36.25040707628257,9.68677263033953,96
36.136120697285705,9.749159386038599,97
36.020692671559175,9.811566344412865,98
35.904136808638434,9.87398302360328,99
35.786466403567964,9.936398737539301,100
35.66769428525374,9.998802593430835,101
35.54783287120914,10.061183489861879,102
35.42689419201254,10.123530113506964,103
35.304889933679824,10.185830937074092,104
35.18183147707899,10.248074217244158,105
35.05772996749979,10.310247993519564,106
34.93259631725278,10.372340085593565,107
34.80644123885043,10.434338091659198,108
34.67927528049328,10.496229386964025,109
34.55110888298842,10.558001123532705,110
34.42195239798655,10.619640228525949,111
34.29181610245315,10.68113340266106,112
34.160710233709175,10.742467119687298,113
34.02864502892155,10.803627626585179,114
33.8956307615108,10.864600943822442,115
33.76167774109759,10.925372863549951,116
33.62679634778171,10.985928950227006,117
33.49099706052227,11.04625454133509,118
33.35429049816732,11.106334749687893,119
33.21668741943385,11.166154461847194,120
33.078198751290515,11.225698339740623,121
32.93883561325702,11.284950822299429,122
32.79860935847783,11.343896130406364,123
32.65753157271122,11.402518265000356,124
32.51561409577622,11.460801009390593,125
32.372869044106835,11.518727932123829,126
32.22930882914365,11.576282389502476,127
32.08494620334872,11.633447534373033,128
31.93979428128014,11.69020632000759,129
31.793866521432868,11.746541496038999,130
31.64717676299654,11.802435616470234,131
31.499739243848932,11.857871044090077,132
31.351568622532227,11.912829957181506,133
31.202680017099297,11.967294364255435,134
31.053088994472915,12.021246097282994,135
30.90281159486951,12.074666821049117,136
30.75186435116519,12.127538040774349,137
30.60026430589716,12.179841109257449,138
30.448029040973335,12.231557244496011,139
30.295176687604606,12.282667532647443,140
30.141725936005727,12.333152931455198,141
29.98769605671411,12.382994283309333,142
29.833106916793707,12.432172324993385,143
29.67797899692525,12.48066770193888,144
29.522333409686947,12.52846098804631,145
29.366191910728464,12.575532682185392,146
29.20957691560689,12.621863225829637,147
29.052511514982175,12.667433016401132,148
28.895019489045414,12.712222421260755,149
28.737125315053113,12.756211803813565,150
28.57885418723022,12.799381527972987,151
28.420232031110096,12.841711972407676,152
28.261285515147215,12.883183549601862,153
28.10204206358166,12.923776722755923,154
27.94252986061239,12.9634720286947,155
27.782777855893084,13.002250100294113,156
27.62281579305796,13.040091674358726,157
27.462674212534374,13.076977616538041,158
27.30238446138771,13.11288894206095,159
27.141978700628837,13.147806837667407,160
26.981489893957562,13.181712689330675,161
26.820951831364205,13.21458810061753,162
26.660399133127616,13.246414917133878,163
26.499867252092933,13.277175251629545,164
26.339392478920114,13.306851504865575,165
